ImageID,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6
0,-1.1703891041709626,0.6778227279687719,1.2804864382510908,-0.5427325286449765,0.571993620005856,-1.2195503923499271
1,1.3066546691975445,-0.3712762827178495,1.5339349357444845,-1.0095204610174107,-0.31407592253920225,0.28898641935092195
2,-0.9918287643618257,-0.9166572343479729,-0.5501147249280516,-0.37647358432475375,-0.02625741682711702,0.7305365158511781
3,-1.2337545240627983,0.4316473451637646,1.3765239553261872,-1.299732324206728,-0.47622807710763704,0.17788044851924156
4,-1.2308911242306753,0.29867528900949947,0.7583510790741443,-0.48122472581123343,0.13258219184499653,-0.36798154547737294
5,1.1566701879336803,1.2296857584421685,1.4883397137541112,-0.4070835586142465,0.8656005844245676,0.21414500674977321
6,0.07203084533171955,0.6890824800416184,-0.2983296725363549,0.06393771019205219,-1.1608603670540676,0.6578611924538693
7,0.9952876327005513,-0.13507658771073294,-1.1541135505109634,-0.15284730651936385,-0.22581629418532345,0.3915582306143508
8,0.7264628620830158,1.4264758008104428,0.11005926825484713,0.6705977339102107,0.7310021249320982,1.0014083711260398
9,0.0836996570224382,-0.9892774776762175,1.1421779704867268,0.271603630960219,1.5063466328827984,-1.1755608958448862
10,-1.148800097432845,-0.21381443556984925,-0.8679094725252077,0.20174392024677323,-1.4627413899169235,-1.3719288803780263
11,-1.3515363311824398,1.5184025452964542,0.0982397830681625,-0.26255421365751497,-0.26731103270630685,-0.12339656057816151
12,1.0001032425368321,0.4225660816860364,0.8240625631596785,-0.2948011350525468,-0.31472184722526486,-0.29067524455000715
13,-1.4542462193821661,-1.0612181910055725,0.30297073542439956,-1.2209268238321354,1.4205793231186252,-0.8391018248286591
14,-0.8873086496471014,0.8939677164114368,-0.3119052769208539,-0.887824168302045,0.3529646554087331,-1.1355836102800643
15,-1.3477311573954698,0.1270136895793852,1.2910414171329294,-0.4885402116033486,0.6444413498313506,-0.038065550486514166
16,0.1539675967739922,0.5468136542639179,-0.12434417562576439,-1.30162678362855,0.18370925979816977,-1.3254638827532175
17,0.25913539355514903,-0.4667554384695698,0.26250843777851296,-1.0985754036629563,-0.9626447171399235,1.1703436226900603
