ImageID,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6
0,2.0935171349360875,0.9063120268722917,2.523017513150477,-1.0736830177267747,-2.068639589451778,-2.8799316559374857
1,-2.34912613795103,0.32854746397798884,2.794923199818694,2.4214464158132465,0.23264788817308313,0.9567796303987866
2,-0.7964447405485808,-1.3808140757017735,-0.21194828989800163,0.11371955922429455,1.0001677070366881,-1.3386354310676216
3,2.0442815172795985,-1.948777563015015,0.5502867918474275,0.7969728434789687,0.39414920433181466,1.880019956191144
4,-1.5880741225363262,2.2815375320611535,3.139811467591789,1.151248155358588,2.943369893472137,-3.0395464357349526
5,-0.4779190318358695,2.687424976491977,-2.8449131745170133,1.2666236384576015,0.5952947795007364,0.8903666927573592
6,-0.34945277615884107,-0.24281252368044637,-2.117009768264559,-2.8768691124548718,1.397721288007264,-1.1086975702226045
7,0.21152845618634242,-1.4417393511021797,-0.4600767896995488,2.3377061571927387,1.4594762343994532,-1.3034246506348892
8,-1.5011937083744158,-1.6966060484116938,-1.861577535751429,-0.7458174241815958,2.4788621705269502,1.527665143355418
9,1.9309699529134399,-2.0157448688150166,-1.4003242388887573,2.9279214204675688,-1.8491558808931674,1.1821116171749626
10,-2.8139559251295294,-0.37290029407682157,-2.171079123431274,0.18498462902387658,2.9726039586163022,-4.887465848124606e-05
11,-1.365846792136899,0.42411309375614437,-0.5624315939049875,1.272876122438154,0.004717717453397441,0.43923167901014537
12,-2.7967874269857402,-2.1606761473327927,2.690430853606941,2.0277658737871116,1.7132384398377916,-2.6467247064369728
13,1.1360312110376585,-2.6106380636186373,-2.316729083715211,-1.6876434030584062,2.522575633295263,2.162085468597015
14,0.037291840323874226,-2.8925830435008137,-2.7992895200675862,0.24293975528462797,1.8102733850064379,2.2393596898233614
15,-1.2785836191822946,-0.31855033289049617,-1.5137602360564553,-1.0895097879825784,-0.5383612189712093,-2.5346907188757246
16,2.9129059973473375,-3.0089124373781773,-0.2585653941102195,-0.36770716835258677,-0.5968933163424324,2.2364289037764697
17,-0.2955591560037507,3.1265638572764267,-0.6236113491478572,2.2523169927825872,2.4138407514045594,-1.465163236663301
18,1.2435313931552443,-0.6089758556952933,2.123554429012292,-0.4450267269725465,2.2158389085125387,-2.690773583269214
19,-1.4031557046983953,1.2471401273102494,0.4348950833824605,-0.011625994603133627,-0.21038058688696326,-2.910815515434673
20,1.3876586867794325,0.8215723254127298,-1.6081381102649186,0.021235779989880577,-0.40632419828739463,0.7320271725902927
21,0.4783178523838143,-0.16655520256318246,2.0839134772792756,1.9442887493724221,2.3532268127003064,-1.9904752249270334
